,area_type,location,total_sqft,bath,balcony,price,BHK,price_per_sqft
3253,Super built-up  Area,Varanasi,1175.0,2.0,1.0,48.0,2,4085.1063829787236
3254,Built-up  Area,Akshaya Nagar,1280.0,2.0,1.0,60.0,2,4687.5
3255,Built-up  Area,Abbaiah Reddy Layout,1200.0,2.0,2.0,50.0,2,4166.666666666667
3256,Super built-up  Area,Ramagondanahalli,1610.0,2.0,2.0,115.0,3,7142.857142857143
3257,Super built-up  Area,Electronic City,1070.0,2.0,1.0,46.0,2,4299.065420560748
3258,Plot  Area,TC Palaya,1200.0,2.0,0.0,66.0,2,5500.0
3259,Super built-up  Area,9th Phase JP Nagar,1127.0,2.0,1.0,50.0,2,4436.557231588287
3260,Built-up  Area,Indira Nagar,1210.0,2.0,1.0,102.0,2,8429.752066115703
3261,Built-up  Area,Jyothi Nagar,600.0,2.0,1.0,23.0,2,3833.3333333333335
3262,Super built-up  Area,Thigalarapalya,4190.0,4.0,3.0,380.0,4,9069.212410501194
3263,Super built-up  Area,Tata Nagar,1364.0,2.0,2.0,70.0,2,5131.964809384164
3264,Super built-up  Area,Whitefield,2268.0,3.0,0.0,146.0,4,6437.389770723104
3265,Super built-up  Area,RK Layout 2nd Stage,1150.0,2.0,2.0,77.5,3,6739.130434782609
3266,Super built-up  Area,Tirumanahalli,1146.0,2.0,1.0,39.5,2,3446.7713787085513
3267,Built-up  Area,Magadi Road,1345.0,2.0,2.0,55.0,2,4089.2193308550186
3268,Super built-up  Area,Mylasandra,1110.0,2.0,2.0,41.0,2,3693.6936936936936
3269,Built-up  Area,Kengeri,750.0,2.0,1.0,36.0,2,4800.0
3270,Built-up  Area,Motappa Layout,1156.0,2.0,2.0,49.5,2,4282.006920415225
3271,Super built-up  Area,Pattandur Agrahara,1247.0,2.0,1.0,59.8,2,4795.50922213312
3272,Super built-up  Area,Mangammanapalya,1058.0,2.0,2.0,60.0,2,5671.077504725898
3273,Super built-up  Area,Kaggalipura,950.0,2.0,1.0,48.0,2,5052.631578947368
3276,Super built-up  Area,Vijayanagar,1520.0,2.0,1.0,103.0,3,6776.315789473684
3277,Super built-up  Area,Marathahalli,1215.0,2.0,2.0,58.86,2,4844.444444444444
3278,Built-up  Area,Raghuvanahalli,900.0,1.0,1.0,30.0,1,3333.3333333333335
3279,Super built-up  Area,Hennur Road,2350.0,3.0,2.0,174.0,3,7404.255319148936
3280,Super built-up  Area,Thanisandra,1050.0,2.0,2.0,46.0,2,4380.952380952381
3281,Super built-up  Area, Devarabeesana Halli,1672.0,3.0,2.0,150.0,3,8971.291866028709
3282,Plot  Area,Laggere,2800.0,5.0,2.0,125.0,5,4464.285714285715
3283,Super built-up  Area,MCECHS  layout,1500.0,2.0,2.0,65.0,3,4333.333333333333
3284,Super built-up  Area,Geddalahalli,1400.0,2.0,2.0,65.0,2,4642.857142857143
3286,Built-up  Area,8th Phase JP Nagar,2700.0,4.0,2.0,130.0,4,4814.814814814815
3287,Super built-up  Area,Bommasandra,920.0,2.0,1.0,37.46,2,4071.7391304347825
3288,Plot  Area,Sarjapur  Road,1200.0,3.0,2.0,70.0,3,5833.333333333333
3290,Super built-up  Area,Hosakerehalli,1817.0,4.0,2.0,153.0,3,8420.473307649972
3292,Super built-up  Area,HSR Layout,1140.0,2.0,2.0,46.0,2,4035.0877192982457
3293,Built-up  Area,Yelahanka,4346.0,4.0,1.0,450.0,4,10354.348826507134
3294,Super built-up  Area,Haralur Road,1464.0,2.0,2.0,56.0,2,3825.136612021858
3295,Super built-up  Area,Ambedkar Colony,1468.0,3.0,2.0,130.0,2,8855.58583106267
3296,Super built-up  Area,Electronics City Phase 1,1555.0,2.0,1.0,82.0,3,5273.311897106109
3298,Built-up  Area,Whitefield,1150.0,2.0,0.0,55.0,2,4782.608695652174
3299,Super built-up  Area,Kadubeesanahalli,970.0,2.0,1.0,35.0,2,3608.2474226804125
3300,Super built-up  Area,Banashankari,2500.0,4.0,3.0,95.0,4,3800.0
3301,Super built-up  Area,Seetharampalya,1166.0,2.0,1.0,53.0,2,4545.454545454545
3303,Super built-up  Area,Electronic City,1350.0,3.0,2.0,58.0,3,4296.2962962962965
3304,Built-up  Area,Mariyannapalya,900.0,2.0,3.0,46.0,2,5111.111111111111
3305,Super built-up  Area,7th Phase JP Nagar,1300.0,2.0,2.0,52.0,3,4000.0
3306,Built-up  Area,Kanaka Nagar,1190.0,3.0,1.0,55.0,3,4621.848739495798
3307,Super built-up  Area,Kodichikkanahalli,1495.0,2.0,2.0,75.0,3,5016.722408026756
3308,Built-up  Area,Indira Nagar,1224.0,2.0,2.0,105.0,2,8578.43137254902
3309,Super built-up  Area,Banashankari Stage III,1350.0,2.0,2.0,68.0,3,5037.037037037037
3310,Built-up  Area,Green Glen Layout,940.0,2.0,1.0,56.8,2,6042.553191489362
3311,Super built-up  Area,Raja Rajeshwari Nagar,1100.0,2.0,1.0,55.0,2,5000.0
3312,Super built-up  Area,Kaikondrahalli,1300.0,2.0,2.0,61.0,2,4692.307692307692
3313,Built-up  Area,Palace Road,1480.0,2.0,0.0,145.0,3,9797.297297297297
3314,Super built-up  Area,Hoodi,1105.0,2.0,2.0,46.37,2,4196.380090497738
3315,Plot  Area,Sarjapur  Road,2600.0,3.0,2.0,200.0,3,7692.307692307692
3316,Super built-up  Area,Yelahanka,1517.0,3.0,2.0,76.3,3,5029.663810151615
3317,Built-up  Area,Horamavu Banaswadi,3800.0,8.0,0.0,200.0,6,5263.1578947368425
3318,Super built-up  Area,Jalahalli,1615.0,3.0,2.0,89.75,3,5557.275541795666
3319,Super built-up  Area,MCECHS  layout,1500.0,3.0,2.0,65.0,3,4333.333333333333
3320,Super built-up  Area,Mysore Road,1082.0,3.0,1.0,50.5,3,4667.28280961183
3321,Super built-up  Area,Marathahalli,1365.0,2.0,2.0,73.0,2,5347.985347985348
3322,Super built-up  Area,Electronic City,1000.0,2.0,3.0,25.0,2,2500.0
3323,Super built-up  Area,CV Raman Nagar,1392.0,2.0,1.0,98.0,2,7040.229885057472
3324,Super built-up  Area,Kodigehalli,1086.0,2.0,1.0,33.66,2,3099.4475138121543
3325,Super built-up  Area,Hennur Road,1586.0,3.0,3.0,93.94,3,5923.076923076923
3326,Built-up  Area,Hennur,1100.0,2.0,1.0,60.0,2,5454.545454545455
3327,Super built-up  Area,Electronic City Phase II,1065.0,2.0,1.0,30.75,2,2887.323943661972
3328,Plot  Area,TC Palaya,1500.0,2.0,1.0,120.0,3,8000.0
3329,Built-up  Area,7th Phase JP Nagar,1575.0,2.0,2.0,120.0,3,7619.047619047619
3330,Super built-up  Area,Hennur Road,1975.0,3.0,3.0,123.0,3,6227.848101265823
3331,Super built-up  Area,Nelamangala,820.0,2.0,2.0,24.0,2,2926.829268292683
3332,Super built-up  Area,Gubbalala,1745.0,3.0,2.0,110.0,3,6303.7249283667625
3333,Super built-up  Area,Nagarbhavi,1223.0,2.0,1.0,60.0,2,4905.968928863451
3334,Super built-up  Area,Ananth Nagar,1200.0,2.0,1.0,65.0,3,5416.666666666667
3335,Super built-up  Area,Basaveshwara Nagar,1200.0,2.0,0.0,90.0,2,7500.0
3336,Super built-up  Area,Binny Pete,665.0,1.0,1.0,46.08,1,6929.3233082706765
3337,Super built-up  Area,Bharathi Nagar,1351.0,2.0,2.0,70.0,2,5181.347150259067
3338,Super built-up  Area,Hebbal,1355.0,3.0,1.0,83.87,3,6189.667896678967
3339,Built-up  Area,Sector 7 HSR Layout,3900.0,3.0,2.0,300.0,3,7692.307692307692
3340,Super built-up  Area,Thanisandra,1588.0,3.0,1.0,75.55,3,4757.556675062972
3341,Carpet  Area,Amruthahalli,900.0,2.0,1.0,60.0,2,6666.666666666667
3343,Built-up  Area,Harlur,3385.0,4.0,2.0,260.0,4,7680.945347119646
3344,Super built-up  Area,Panathur,1370.0,2.0,2.0,75.0,3,5474.4525547445255
3345,Plot  Area,Whitefield,1500.0,3.0,1.0,71.8,3,4786.666666666667
3347,Super built-up  Area,Kanakpura Road,1100.0,3.0,2.0,53.0,3,4818.181818181818
3348,Built-up  Area,Hoodi,1247.0,2.0,0.0,53.0,2,4250.200481154771
3349,Super built-up  Area,Domlur Layout,2000.0,3.0,2.0,200.0,3,10000.0
3350,Super built-up  Area,Balagere,1020.07,2.0,1.0,68.38,2,6703.461527150097
3351,Super built-up  Area,Gunjur Palya,1033.0,2.0,2.0,32.0,3,3097.773475314618
3352,Built-up  Area,B Narayanapura,1460.0,2.0,3.0,73.0,3,5000.0
3353,Super built-up  Area,Garudachar Palya,1150.0,2.0,2.0,52.8,2,4591.304347826087
3354,Super built-up  Area,Sarjapur  Road,5965.0,5.0,2.0,385.0,5,6454.316848281643
3355,Super built-up  Area,Babusapalaya,1141.0,2.0,1.0,46.0,2,4031.5512708150745
3356,Super built-up  Area,Yelahanka,2912.5,6.0,0.0,125.5,4,4309.01287553648
3357,Plot  Area,Doddaballapur,4200.0,4.0,3.0,325.0,4,7738.0952380952385
3358,Super built-up  Area,Hosa Road,1665.0,2.0,3.0,125.0,3,7507.507507507507
3359,Super built-up  Area,Kanakapura,1295.0,2.0,2.0,64.0,2,4942.084942084942
3360,Super built-up  Area,Haralur Road,1230.0,2.0,1.0,78.0,2,6341.463414634146
3361,Super built-up  Area,Anand Nagar,1080.0,2.0,2.0,75.0,3,6944.444444444444
3362,Super built-up  Area,Kaggalipura,1000.0,2.0,1.0,60.0,2,6000.0
3364,Super built-up  Area,Whitefield,630.5,1.0,0.0,32.79,1,5200.634417129262
3365,Super built-up  Area,Rayasandra,1708.0,3.0,2.0,75.0,3,4391.100702576113
3366,Super built-up  Area,Thanisandra,1697.0,3.0,2.0,115.0,3,6776.664702416028
3367,Super built-up  Area,Whitefield,3537.0,5.0,3.0,210.0,4,5937.234944868533
3368,Super built-up  Area,Hosa Road,615.0,1.0,1.0,28.29,1,4600.0
3369,Built-up  Area,Banashankari,1350.0,2.0,0.0,83.0,3,6148.148148148148
3370,Super built-up  Area,Kanakpura Road,1530.0,2.0,2.0,66.4,3,4339.869281045752
3371,Super built-up  Area,Jalahalli,1083.0,2.0,1.0,32.49,2,3000.0
3372,Super built-up  Area,Gottigere,1460.0,2.0,2.0,65.0,3,4452.054794520548
3373,Super built-up  Area,Babusapalaya,1084.0,2.0,1.0,58.0,2,5350.553505535056
3374,Super built-up  Area,Bommasandra,1035.0,2.0,1.0,41.43,2,4002.8985507246375
3375,Super built-up  Area,Vijaya Bank Layout,2400.0,2.0,1.0,150.0,3,6250.0
3376,Super built-up  Area,Hosur Road,460.0,1.0,1.0,21.0,1,4565.217391304348
3378,Super built-up  Area,Whitefield,1285.0,2.0,2.0,55.9,2,4350.194552529183
3380,Plot  Area,Sarjapur,1200.0,3.0,2.0,78.0,3,6500.0
3381,Built-up  Area,Raghuvanahalli,1070.0,2.0,1.0,35.0,2,3271.0280373831774
3382,Super built-up  Area,Hegde Nagar,1801.0,3.0,2.0,140.0,3,7773.459189339256
3383,Super built-up  Area,Whitefield,1697.0,3.0,2.0,115.0,3,6776.664702416028
3384,Super built-up  Area,AECS Layout,1199.0,2.0,2.0,65.0,2,5421.184320266889
3385,Super built-up  Area,Iblur Village,2300.0,3.0,1.0,220.0,3,9565.217391304348
3386,Super built-up  Area,Mysore Road,1340.0,2.0,3.0,64.31,3,4799.253731343284
3387,Super built-up  Area,Marathahalli,3800.0,4.0,3.0,205.0,4,5394.736842105263
3389,Super built-up  Area,Wilson Garden,1125.0,2.0,1.0,75.0,2,6666.666666666667
3390,Plot  Area,Anandapura,1200.0,2.0,1.0,67.0,2,5583.333333333333
3391,Built-up  Area,Subramanyapura,1050.0,2.0,3.0,41.0,2,3904.7619047619046
3392,Built-up  Area,Nagarbhavi,956.0,2.0,1.0,49.0,2,5125.523012552301
3393,Super built-up  Area,Sarjapur,1000.0,2.0,2.0,30.0,2,3000.0
3394,Built-up  Area,Dooravani Nagar,1596.0,3.0,0.0,95.0,3,5952.380952380952
3396,Super built-up  Area,Kanakpura Road,1296.0,2.0,3.0,89.06,2,6871.913580246914
3398,Built-up  Area,Challaghatta,1639.0,3.0,3.0,123.0,3,7504.5759609518
3399,Super built-up  Area,Electronic City Phase II,1219.0,2.0,1.0,61.25,2,5024.610336341263
3400,Built-up  Area,Uttarahalli,1200.0,3.0,1.0,50.0,3,4166.666666666667
3401,Super built-up  Area,Bannerghatta Road,1218.0,2.0,1.0,73.0,2,5993.431855500821
3402,Super built-up  Area,Nyanappana Halli,920.0,2.0,3.0,37.0,2,4021.7391304347825
3403,Super built-up  Area,Yeshwanthpur,2559.0,3.0,2.0,141.0,3,5509.964830011723
3404,Super built-up  Area,2nd Phase Judicial Layout,525.0,1.0,1.0,26.0,1,4952.380952380952
3405,Super built-up  Area,Bannerghatta Road,1427.0,2.0,2.0,48.51,3,3399.4393833216536
3406,Super built-up  Area,Kothannur,1270.0,3.0,2.0,45.0,3,3543.3070866141734
3407,Built-up  Area,Ramagondanahalli,920.0,2.0,3.0,65.0,2,7065.217391304348
3408,Built-up  Area,Dommasandra,2700.0,3.0,2.0,68.0,4,2518.5185185185187
3410,Built-up  Area,Ramamurthy Nagar,1355.0,2.0,2.0,40.0,3,2952.029520295203
3411,Super built-up  Area,Lingadheeranahalli,1530.0,2.0,2.0,90.0,3,5882.35294117647
3412,Carpet  Area,Gokula Extension,1372.0,2.0,1.0,90.0,3,6559.766763848396
3413,Super built-up  Area,Nehru Nagar,2363.0,5.0,2.0,120.0,4,5078.290308929327
3414,Super built-up  Area,Marathahalli,3895.0,4.0,3.0,220.0,4,5648.267008985879
3415,Super built-up  Area,Jakkur,1950.0,3.0,2.0,131.0,3,6717.948717948718
3416,Built-up  Area,Hoysalanagar,885.0,2.0,3.0,40.0,2,4519.774011299435
3417,Built-up  Area,Yelahanka,600.0,2.0,2.0,27.0,2,4500.0
3420,Super built-up  Area,Kanakpura Road,1339.0,2.0,2.0,62.0,2,4630.321135175504
3421,Super built-up  Area,Whitefield,1130.0,2.0,1.0,36.0,2,3185.8407079646017
3422,Built-up  Area,Uttarahalli,1085.0,2.0,2.0,43.0,2,3963.1336405529955
3423,Built-up  Area,Yeshwanthpur,1430.0,3.0,2.0,72.0,3,5034.965034965035
3424,Carpet  Area,Bhoganhalli,1451.5,4.0,1.0,121.0,4,8336.203926972097
3426,Super built-up  Area,AGS Layout,1490.0,2.0,1.0,59.6,3,4000.0
3427,Built-up  Area,Vishwanatha Nagenahalli,1650.0,4.0,0.0,99.0,4,6000.0
3428,Super built-up  Area,Bellandur,1286.0,2.0,2.0,57.0,2,4432.348367029549
3429,Built-up  Area,KR Garden,925.0,2.0,2.0,63.0,2,6810.810810810811
3430,Super built-up  Area,Bellandur,3016.0,4.0,3.0,230.0,4,7625.994694960213
3431,Built-up  Area,Haralur Road,1000.0,2.0,2.0,44.0,2,4400.0
3432,Super built-up  Area,Whitefield,1215.0,2.0,2.0,39.0,2,3209.8765432098767
3433,Plot  Area,Kanakadasa Layout,1200.0,3.0,1.0,95.0,4,7916.666666666667
3434,Super built-up  Area,Lakshminarayana Pura,1336.0,2.0,2.0,100.0,2,7485.029940119761
3435,Super built-up  Area,Yeshwanthpur,673.0,1.0,1.0,36.85,1,5475.482912332838
3436,Plot  Area,Anandapura,1200.0,2.0,1.0,58.0,2,4833.333333333333
3438,Super built-up  Area,Malleshwaram,1600.0,3.0,3.0,160.0,3,10000.0
3439,Plot  Area,Mallathahalli,1200.0,2.0,0.0,79.0,2,6583.333333333333
3442,Plot  Area,Devanahalli,2400.0,5.0,3.0,100.0,5,4166.666666666667
3443,Super built-up  Area,Sector 2 HSR Layout,1143.0,2.0,2.0,65.0,2,5686.789151356081
3444,Super built-up  Area,Kanakpura Road,1470.0,2.0,2.0,61.74,2,4200.0
3445,Plot  Area,Laxminarayana Layout,1584.0,3.0,2.0,145.0,4,9154.040404040405
3446,Super built-up  Area,Marathahalli,1785.0,3.0,2.0,94.0,3,5266.106442577031
3448,Super built-up  Area,Kothanur,1460.0,3.0,3.0,71.0,3,4863.013698630137
3449,Super built-up  Area,Kasturi Nagar,1500.0,2.0,3.0,80.0,3,5333.333333333333
3451,Built-up  Area,Sanjay nagar,3300.0,3.0,2.0,250.0,5,7575.757575757576
3452,Super built-up  Area,Chikkalasandra,1230.0,2.0,2.0,48.0,2,3902.439024390244
3453,Super built-up  Area,Yelahanka New Town,650.0,1.0,1.0,20.0,1,3076.923076923077
3454,Super built-up  Area,Benson Town,1480.0,2.0,2.0,120.0,2,8108.108108108108
3455,Super built-up  Area,Thanisandra,1220.0,2.0,1.0,43.92,2,3600.0
3456,Super built-up  Area,Dooravani Nagar,1570.0,3.0,1.0,115.0,3,7324.84076433121
3458,Super built-up  Area,Mallasandra,1665.0,3.0,2.0,86.91,3,5219.81981981982
3461,Plot  Area,Ramamurthy Nagar,1100.0,2.0,0.0,68.0,2,6181.818181818182
3462,Super built-up  Area,Kathriguppe,1350.0,2.0,1.0,87.01,3,6445.185185185185
3463,Built-up  Area,Kasavanhalli,1719.0,3.0,2.0,116.0,3,6748.109365910413
3464,Super built-up  Area,Budigere,664.0,1.0,1.0,35.0,1,5271.084337349397
3465,Super built-up  Area,Sonnenahalli,1011.0,2.0,1.0,50.53,2,4998.021760633037
3466,Built-up  Area,Akshya Nagar,2400.0,6.0,0.0,130.0,6,5416.666666666667
3467,Super built-up  Area,Basaveshwara Nagar Yelahanka,1680.0,3.0,2.0,85.0,3,5059.523809523809
3468,Super built-up  Area,Yeshwanthpur,717.0,2.0,0.0,49.475,2,6900.278940027894
3470,Super built-up  Area,Whitefield,1520.0,2.0,2.0,150.0,3,9868.421052631578
3471,Carpet  Area,Uttarahalli,1350.0,2.0,2.0,53.0,3,3925.925925925926
3472,Super built-up  Area,Kothanur,1760.0,3.0,2.0,150.0,3,8522.727272727272
3473,Super built-up  Area,Pattandur Agrahara,875.0,2.0,1.0,33.0,2,3771.4285714285716
3474,Super built-up  Area,Hennur,1231.0,2.0,2.0,48.0,2,3899.268887083672
3475,Super built-up  Area,Somasundara Palya,1174.0,2.0,3.0,74.0,2,6303.236797274276
3476,Built-up  Area,Munnekollal,1560.0,3.0,3.0,75.0,3,4807.692307692308
3477,Super built-up  Area,HOSUR MAIN ROAD,1464.0,2.0,2.0,56.0,2,3825.136612021858
3478,Plot  Area,Kanakpura Road,2200.0,3.0,2.0,130.0,3,5909.090909090909
3479,Built-up  Area,Shivaji Nagar,850.0,2.0,2.0,55.0,2,6470.588235294118
3480,Built-up  Area,Sahyadri Layout,1750.0,3.0,1.0,180.0,3,10285.714285714286
3481,Super built-up  Area,1st Phase JP Nagar,2024.0,3.0,2.0,157.0,3,7756.916996047431
3485,Super built-up  Area,Devanahalli,1080.0,2.0,1.0,44.0,2,4074.074074074074
3487,Built-up  Area,Electronic City,1020.0,2.0,1.0,29.46,2,2888.235294117647
3488,Super built-up  Area,Begur Road,1500.0,2.0,3.0,55.0,3,3666.6666666666665
3489,Plot  Area,Mahalakshmi Layout,1575.0,5.0,1.0,158.0,4,10031.746031746032
3490,Plot  Area,Kodichikkanahalli,3250.0,4.0,1.0,180.0,4,5538.461538461538
3491,Super built-up  Area,Uttarahalli,1175.0,2.0,1.0,47.0,2,4000.0
3492,Super built-up  Area,Channasandra,1030.0,2.0,1.0,34.5,2,3349.5145631067962
3493,Super built-up  Area,Hebbal,1440.0,2.0,1.0,115.0,2,7986.111111111111
3494,Built-up  Area,Hoodi,1500.0,2.0,1.0,84.0,2,5600.0
3495,Plot  Area,Thanisandra,1380.0,1.0,1.0,62.1,1,4500.0
3496,Built-up  Area,Bagalur,1200.0,2.0,3.0,50.0,2,4166.666666666667
3497,Built-up  Area,Vinayak Nagar,705.0,1.0,2.0,36.5,1,5177.304964539007
3498,Super built-up  Area,Harlur,2240.0,5.0,2.0,155.0,3,6919.642857142857
3499,Super built-up  Area,Hegde Nagar,1584.01,3.0,1.0,103.0,3,6502.484201488627
3500,Super built-up  Area,P Krishnappa Layout,1340.0,3.0,3.0,77.0,3,5746.268656716418
3501,Super built-up  Area,Green Garden Layout,1800.0,3.0,2.0,70.0,3,3888.8888888888887
3502,Super built-up  Area,R.T. Nagar,1200.0,2.0,3.0,45.0,2,3750.0
3503,Super built-up  Area,Sarjapur  Road,685.0,1.0,1.0,40.0,1,5839.41605839416
3504,Super built-up  Area,Kalkere,925.0,2.0,3.0,42.0,2,4540.540540540541
3505,Super built-up  Area,Crimson Layout,1230.0,2.0,2.0,57.0,2,4634.1463414634145
3507,Super built-up  Area,Kodichikkanahalli,1125.0,2.0,1.0,52.0,2,4622.222222222223
3508,Super built-up  Area,Hebbal,1100.0,2.0,1.0,54.0,2,4909.090909090909
3509,Plot  Area,Jigani,2400.0,3.0,2.0,149.0,3,6208.333333333333
3510,Super built-up  Area,Electronic City Phase II,1400.0,2.0,2.0,41.58,3,2970.0
3512,Super built-up  Area,Jakkur,1858.0,3.0,1.0,98.3,3,5290.635091496232
3513,Plot  Area,Adityanagar,1260.0,1.0,1.0,41.0,1,3253.968253968254
3514,Built-up  Area,Ambedkar Nagar,3530.0,4.0,2.0,290.0,4,8215.297450424929
3515,Super built-up  Area,HSR Layout,1185.0,2.0,2.0,60.0,2,5063.291139240507
3517,Super built-up  Area,Hennur,1255.0,2.0,1.0,58.0,2,4621.5139442231075
3519,Built-up  Area,Kudlu Gate,1335.0,3.0,2.0,89.0,3,6666.666666666667
3520,Super built-up  Area,Dodda Nekkundi,1999.0,3.0,2.0,132.0,3,6603.301650825412
3521,Plot  Area,Kanaka Nagar,1200.0,2.0,1.0,125.0,2,10416.666666666666
3522,Super built-up  Area,Kundalahalli,1397.0,3.0,2.0,110.0,3,7874.0157480314965
3526,Plot  Area,Chikka Tirupathi,1616.0,3.0,0.0,95.0,3,5878.712871287129
3529,Super built-up  Area,Raja Rajeshwari Nagar,1140.0,2.0,2.0,38.55,2,3381.578947368421
3530,Super built-up  Area,Kanakpura Road,525.0,1.0,1.0,30.0,1,5714.285714285715
3531,Plot  Area,Varthur,1200.0,2.0,1.0,98.0,3,8166.666666666667
3533,Super built-up  Area,Balagere,1205.47,2.0,1.0,81.0,2,6719.370867794304
3535,Super built-up  Area,Electronic City,1700.0,3.0,2.0,75.0,3,4411.764705882353
3537,Super built-up  Area,Kanakpura Road,1090.0,2.0,1.0,54.54,2,5003.6697247706425
3538,Super built-up  Area,Yeshwanthpur,3600.0,5.0,2.0,220.0,4,6111.111111111111
3540,Super built-up  Area,Thanisandra,923.0,1.0,1.0,60.84,1,6591.549295774648
3541,Super built-up  Area,Muthurayya Swamy Layout,3595.0,6.0,2.0,360.0,4,10013.908205841446
3542,Super built-up  Area,Green Glen Layout,1050.0,2.0,2.0,48.0,2,4571.428571428572
3543,Super built-up  Area,Whitefield,1495.0,2.0,2.0,79.5,2,5317.725752508361
3544,Super built-up  Area,Hennur Road,1664.0,2.0,2.0,93.865,3,5640.9254807692305
3545,Built-up  Area,Narayanapura,1485.0,3.0,2.0,85.0,3,5723.905723905724
3546,Super built-up  Area,Dommasandra,1033.0,2.0,2.0,31.5,3,3049.3707647628266
3547,Super built-up  Area,Electronic City,1400.0,2.0,1.0,48.0,3,3428.5714285714284
3549,Super built-up  Area,Sarjapur  Road,944.0,2.0,1.0,35.0,2,3707.6271186440677
3550,Built-up  Area,Whitefield,3250.0,5.0,0.0,290.0,5,8923.076923076924
3551,Super built-up  Area,Whitefield,1216.0,2.0,1.0,66.48,2,5467.105263157895
3552,Super built-up  Area,Thirumenahalli,1100.0,2.0,1.0,39.5,2,3590.909090909091
3553,Super built-up  Area,Thanisandra,1743.0,3.0,2.0,93.25,3,5349.971313826735
3554,Super built-up  Area,Yelahanka,1274.0,2.0,2.0,48.42,2,3800.6279434850862
3556,Super built-up  Area,Mysore Road,1512.0,2.0,2.0,110.0,3,7275.132275132275
3558,Super built-up  Area,Cox Town,1650.0,3.0,3.0,100.0,3,6060.606060606061
3559,Built-up  Area,Doddathoguru,1875.0,3.0,1.0,55.0,3,2933.3333333333335
3560,Built-up  Area,Whitefield,1350.0,3.0,2.0,54.0,3,4000.0
3561,Super built-up  Area,Rajiv Gandhi Nagar,1219.0,2.0,2.0,40.0,2,3281.3781788351107
3563,Plot  Area,Sarjapura - Attibele Road,2400.0,3.0,3.0,85.0,3,3541.6666666666665
3564,Super built-up  Area,Hormavu,1141.0,2.0,1.0,44.4,2,3891.3234005258546
3565,Super built-up  Area,Anandapura,1151.0,2.0,1.0,43.1,2,3744.5699391833186
3567,Super built-up  Area,Sarjapur  Road,915.0,2.0,1.0,38.0,2,4153.005464480874
3568,Plot  Area,Rajankunte,3259.0,3.0,0.0,270.0,3,8284.749923289353
3569,Super built-up  Area,Bannerghatta Road,1115.0,2.0,1.0,65.12,2,5840.358744394619
3570,Super built-up  Area,Thigalarapalya,2072.0,4.0,2.0,139.0,3,6708.494208494209
3571,Super built-up  Area,Kaggadasapura,1200.0,2.0,2.0,53.0,2,4416.666666666667
3572,Super built-up  Area,Singasandra,1300.0,2.0,2.0,65.0,2,5000.0
3573,Super built-up  Area,Bellandur,1457.0,2.0,2.0,85.0,2,5833.905284831846
3574,Super built-up  Area,Kannamangala,1262.0,2.0,2.0,55.0,2,4358.161648177496
3576,Super built-up  Area,Ananth Nagar,900.0,2.0,2.0,22.5,2,2500.0
3577,Built-up  Area,Attibele,420.0,1.0,1.0,17.0,1,4047.6190476190477
3578,Super built-up  Area,Kanakapura,1160.0,2.0,1.0,46.39,2,3999.137931034483
3579,Super built-up  Area,Kasavanhalli,1115.0,2.0,2.0,50.0,2,4484.304932735426
3580,Built-up  Area,JP Nagar,1315.0,2.0,1.0,85.4,3,6494.296577946768
3581,Built-up  Area,Babusapalaya,1500.0,2.0,2.0,57.0,2,3800.0
3582,Super built-up  Area,HSR Layout,1127.0,2.0,1.0,68.0,2,6033.717834960071
3583,Super built-up  Area,Kundalahalli,1397.0,3.0,2.0,104.0,3,7444.523979957051
3584,Built-up  Area,Whitefield,1173.0,2.0,1.0,60.0,2,5115.089514066496
3585,Super built-up  Area,Sompura,1090.0,2.0,2.0,28.0,2,2568.8073394495414
3586,Super built-up  Area,Sarjapur  Road,2720.0,5.0,2.0,210.0,3,7720.588235294118
3587,Super built-up  Area,Jakkur,1230.0,2.0,1.0,76.0,2,6178.861788617886
3588,Super built-up  Area,6th Block Rajaji Nagar,3200.0,3.0,3.0,190.0,4,5937.5
3589,Super built-up  Area,Sarjapur  Road,858.0,2.0,1.0,31.57,2,3679.4871794871797
3590,Super built-up  Area,Talaghattapura,1868.0,3.0,1.0,121.0,3,6477.516059957174
3591,Super built-up  Area,Uttarahalli,1689.28,3.0,2.0,91.2,3,5398.74976321273
